campaign_name,adset_name,date,spend,impressions,clicks,ctr,purchases,revenue,roas,creative_type,creative_message,audience_type,platform,country
Women Summer Invisible,Adset-4 Broad,2025-01-25,975.79,16310,208.0,0.0127,4,184.56,0.19,Image,"Ultra‑soft waistband, no marks — premium women boyshorts.",Broad,Facebook,UK
Men_Premium_Modal,Adset-4 Retarget,2025-02-03,845.97,492472,4270.0,0.0087,131,4592.31,5.43,Image,Confidence starts inside — elevate with men trunks.,Broad,Instagram,US
Wo en Fit & Lift,Adset-5 LAL1,2025-01-06,675.83,283119,5338.0,0.0189,62,1978.29,2.93,Video,Stretch that snaps back — durable women panties.,Broad,Facebook,US
Women  |  Studio  Sports,Adset-3 LAL2,2025-01-16,273.35,493053,5512.0,0.0112,259,11695.43,42.79,Image,"Push comfort, not wires — everyday women boyshorts.",Retargeting,Facebook,IN
Men Premium Modal,Adset-1 Retarget,2025-01-10,513.66,344264,3351.0,0.0097,0,3900.19,7.59,Image,Doctors recommend breathable modal — meet our men briefs.,Broad,Facebook,IN
WOMEN COTTON CLASSICS,Adset-1 Retarget,2025-01-23,543.21,228121,2460.0,0.0108,68,1966.83,3.62,Carousel,Cooling mesh panels for workouts — women sports bras you’ll actually love.,Broad,Instagram,US
men | athleisure cooling,Adset-4 Broad,2025-02-10,295.46,151111,3405.0,0.0225,106,4758.97,16.11,Image,"Wire‑free ease, cloud‑soft cups — men briefs that fits right.",Broad,Facebook,UK
Women_|_Studio_Sports,Adset-1 ATC,2025-02-09,918.93,266130,2988.0,0.0112,0,5581.62,6.07,Carousel,Invisible under tees — seamless women panties.,Broad,Instagram,IN
Women | Studio Sports,Adset-2 Broad,2025-03-21,740.51,51017,804.0,0.0158,23,776.86,1.05,Image,Breathable modal that moves with you — limited offer on women wire‑free bras.,Broad,Instagram,US
Women | Studio Sports,Adset-2 Broad,2025-03-19,1073.62,420056,2971.0,0.0071,129,4885.43,4.55,UGC,No ride‑up guarantee — best‑selling women sports bras back in stock.,Lookalike,Instagram,IN
MEN | ATHLEISURE COOLING,Adset-4 Broad,2025-01-14,440.19,502935,9557.0,0.019,0,15649.35,35.55,Image,"Ultra‑soft waistband, no marks — premium men athletic briefs.",Retargeting,Instagram,IN
MEN COMFORTMAX LAUNCH,Adset-1 Retarget,2025-03-11,437.17,63705,1257.0,0.0197,25,575.93,1.32,Image,Invisible under tees — seamless men trunks.,Broad,Instagram,US
MEN_Signature_Soft,Adset-3 LAL1,2025-02-24,340.11,269730,4986.0,0.0185,25,676.75,1.99,UGC,"Push comfort, not wires — everyday men briefs.",Broad,Facebook,US
Men  |  Athlei ure  Cooling,Adset-4 Broad,2025-02-25,77.33,83906,1850.0,0.0221,57,2313.52,29.92,Video,Doctors recommend breathable bamboo — meet our men boxers.,Lookalike,Instagram,US
Men_|_Athleisure_Cooling,Adset-1 Retarget,2025-03-20,149.35,305095,6671.0,0.0219,194,3519.89,23.57,Video,Confidence starts inside — elevate with men inner vests.,Broad,Facebook,IN
Women | Studio Sports,Adset-5 ATC,2025-02-03,139.08,269690,3376.0,0.0125,123,6017.19,43.26,Image,Breathable bamboo that moves with you — limited offer on women sports bras.,Lookalike,Instagram,US
Men Premium Modal,Adset-5 LAL2,2025-02-21,413.2,451444,3962.0,0.0088,83,3230.73,7.82,Image,Cooling mesh panels for workouts — men inner vests you’ll actually love.,Broad,Instagram,IN
MEN Signature Soft,Adset-4 LAL2,2025-03-31,460.79,186011,2261.0,0.0122,26,641.85,1.39,Carousel,Cooling mesh panels for workouts — men athletic briefs you’ll actually love.,Retargeting,Instagram,UK
WOMEN  Seamless  Everyday,Adset-5 LAL1,2025-02-02,898.02,266182,1499.0,0.0056,35,1579.93,1.76,Video,Hot & comfy: women bras now 20% off — feel the difference.,Broad,Facebook,UK
Women_|_Studio_Sports,Adset-3 LAL2,2025-01-28,151.0,36704,402.0,0.011,18,780.64,5.17,Video,"Wire‑free ease, cloud‑soft cups — women bras that fits right.",Retargeting,Facebook,US
Men_ComfortMax_Launch,Adset-2 LAL2,2025-03-18,831.46,309997,5689.0,0.0184,119,2838.38,3.41,UGC,"Ultra‑soft waistband, no marks — premium men boxers.",Broad,Instagram,US
WOMEN Seamless Everyday,Adset-5 LAL1,2025-01-03,299.01,43296,284.0,0.0066,9,219.25,0.73,Video,No ride‑up guarantee — best‑selling women sports bras back in stock.,Lookalike,Facebook,IN
Men | Athleisure Cooling,Adset-3 Broad,2025-01-23,682.19,511336,8287.0,0.0162,234,4571.12,6.7,UGC,"Ultra‑soft waistband, no marks — premium men boxers.",Lookalike,Instagram,UK
Men-Athleisure Cooling,Adset-2 ATC,2025-03-08,363.81,21410,405.0,0.0189,13,403.74,1.11,UGC,"Wire‑free ease, cloud‑soft cups — men trunks that fits right.",Broad,Facebook,IN
Men Bold Colors Drop,Adset-4 Broad,2025-01-20,101.74,286993,2877.0,0.01,33,1086.08,10.68,Image,Cooling mesh panels for workouts — men briefs you’ll actually love.,Broad,Facebook,IN
Men  Premium  Modal,Adset-4 Retarget,2025-02-09,125.03,300722,4275.0,0.0142,94,2818.68,22.54,Image,"Push comfort, not wires — everyday men athletic briefs.",Broad,Instagram,US
WOMEN | STUDIO SPORTS,Adset-4 ATC,2025-03-08,666.1,324704,4441.0,0.0137,223,8005.35,12.02,Image,"Wire‑free ease, cloud‑soft cups — women panties that fits right.",Retargeting,Facebook,US
Women | Studio Sports,Adset-1 ATC,2025-03-21,105.75,258646,2586.0,0.01,77,4154.27,39.28,Video,Confidence starts inside — elevate with women boyshorts.,Lookalike,Instagram,US
Men-Athleisure Cooling,Adset-4 Broad,2025-02-27,754.84,147666,3497.0,0.0237,155,3252.8,4.31,Carousel,Hot & comfy: men boxers now 20% off — feel the difference.,Retargeting,Facebook,IN
WOMEN Seamless Everyday,Adset-4 WC,2025-01-27,902.23,424041,3357.0,0.0079,106,5886.77,6.52,UGC,"Wire‑free ease, cloud‑soft cups — women wire‑free bras that fits right.",Retargeting,Instagram,US
Men Signature Soft,Adset-5 WC,2025-01-26,466.52,466498,6922.0,0.0148,44,1634.74,3.5,Video,Cooling mesh panels for workouts — men boxers you’ll actually love.,Lookalike,Instagram,US
Men Bold Colors Drop,Adset-3 Broad,2025-03-25,422.43,460203,2913.0,0.0063,42,1102.42,2.61,Video,Cooling mesh panels for workouts — men briefs you’ll actually love.,Broad,Facebook,UK
Women  Fit  &  Lift,Adset-2 Broad,2025-01-31,801.2,279314,6215.0,0.0223,42,2432.22,3.04,Image,Doctors recommend breathable organic cotton — meet our women bras.,Broad,Instagram,US
MEN COMFORTMAX LAUNCH,Adset-1 Retarget,2025-03-22,589.11,170354,3299.0,0.0194,75,2893.98,4.91,Video,3‑pack deal ends tonight — upgrade your men drawer with athletic briefs.,Retargeting,Instagram,US
Men Comfortmax Launch,Adset-4 LAL1,2025-01-22,104.47,161000,2609.0,0.0162,63,1726.11,16.52,Carousel,Stretch that snaps back — durable men athletic briefs.,Lookalike,Facebook,IN
Women_Fit_&_Lift,Adset-2 Broad,2025-01-28,98.8,65306,951.0,0.0146,11,357.93,3.62,Video,"Wire‑free ease, cloud‑soft cups — women sports bras that fits right.",Broad,Facebook,IN
Men Bold Colors Drop,Adset-3 Broad,2025-03-10,389.07,120420,1575.0,0.0131,19,713.97,1.84,Image,Confidence starts inside — elevate with men inner vests.,Lookalike,Facebook,IN
Men Bold Colors Dr p,Adset-3 Broad,2025-02-15,316.29,30932,275.0,0.0089,3,74.35,0.24,Video,Seamless confidence for every day — new men boxers.,Retargeting,Instagram,UK
MEN | ATHLEISURE COOLING,Adset-2 ATC,2025-02-05,158.3,412364,9235.0,0.0224,283,11622.06,73.42,Image,Doctors recommend breathable organic cotton — meet our men briefs.,Lookalike,Facebook,US
WOMEN  Seamless  Everyday,Adset-2 Broad,2025-02-28,297.43,348457,3578.0,0.0103,105,2901.05,9.75,Carousel,Summer‑ready essentials — sweat‑wicking women boyshorts.,Broad,Facebook,UK
WOMEN  Cotton  Classics,Adset-3 Broad,2025-02-04,631.06,457339,4475.0,0.0098,170,7315.78,11.59,Image,Summer‑ready essentials — sweat‑wicking women panties.,Broad,Facebook,IN
WOMEN  Seamless  Everyday,Adset-1 LAL1,2025-03-22,304.27,334907,1586.0,0.0047,41,1782.39,5.86,Video,"Push comfort, not wires — everyday women panties.",Broad,Facebook,UK
Men Bold Colors Drop,Adset-3 Broad,2025-03-19,1228.9,352050,1967.0,0.0056,21,865.39,0.7,Video,Seamless confidence for every day — new men athletic briefs.,Broad,Facebook,US
Men Comf-rtMax Launch,Adset-2 LAL2,2025-02-02,229.44,434724,6205.0,0.0143,144,4990.61,21.75,Image,Stretch that snaps back — durable men briefs.,Lookalike,Instagram,UK
Men_ComfortMax_Launch,Adset-2 LAL2,2025-03-04,662.15,237425,4192.0,0.0177,103,3780.19,5.71,Carousel,"All‑day comfort, zero pinch — try our men boxers!",Broad,Facebook,US
WOMEN COTTON CLASSICS,Adset-1 Retarget,2025-02-13,302.47,22471,158.0,0.007,6,156.49,0.52,UGC,"All‑day comfort, zero pinch — try our women wire‑free bras!",Broad,Instagram,IN
MEN Signature Soft,Adset-2 Broad,2025-03-24,400.19,328362,5215.0,0.0159,26,761.27,1.9,Carousel,"Push comfort, not wires — everyday men briefs.",Broad,Facebook,US
MEN PREMIUM MODAL,Adset-1 Retarget,2025-03-09,422.41,74920,968.0,0.0129,27,1033.25,2.45,Video,No ride‑up guarantee — best‑selling men boxers back in stock.,Lookalike,Facebook,US
Men Bold Colors  rop,Adset-2 Retarget,2025-01-18,829.34,210987,2485.0,0.0118,21,614.67,0.74,Video,Seamless confidence for every day — new men inner vests.,Lookalike,Instagram,US
WOMEN FIT & LIFT,Adset-3 LAL2,2025-02-11,406.77,93213,1064.0,0.0114,11,538.14,1.32,Video,Breathable modal that moves with you — limited offer on women panties.,Broad,Instagram,US
Women-Studio Sports,Adset-4 ATC,2025-02-14,,480899,4509.0,0.0094,133,7506.61,24.47,Carousel,Stretch that snaps back — durable women sports bras.,Lookalike,Instagram,IN
Men Bold Colors Drop,Adset-1 Broad,2025-01-21,376.41,328382,3755.0,0.0114,46,1595.22,4.24,UGC,"Ultra‑soft waistband, no marks — premium men trunks.",Retargeting,Facebook,US
MEN | ATHLEISURE COOLING,Adset-2 ATC,2025-03-26,808.8,113604,2942.0,0.0259,81,2682.46,3.32,Video,Cooling mesh panels for workouts — men boxers you’ll actually love.,Lookalike,Facebook,US
WOMEN Cotton Classics,Adset-1 Retarget,2025-01-10,224.39,77419,596.0,0.0077,15,614.55,2.74,Video,Confidence starts inside — elevate with women bras.,Broad,Instagram,IN
WOMEN Seamless Everyday,Adset-4 WC,2025-03-27,1238.71,213308,1418.0,0.0066,39,1577.66,1.27,UGC,Seamless confidence for every day — new women boyshorts.,Broad,Facebook,UK
Men_ComfortMax_Launch,Adset-1 Retarget,2025-01-09,774.2,138640,3297.0,0.0238,70,1692.43,2.19,UGC,"Wire‑free ease, cloud‑soft cups — men inner vests that fits right.",Broad,Facebook,US
women seam-ess everyday,Adset-1 LAL1,2025-03-26,81.48,257800,2365.0,0.0092,57,3154.27,38.71,Carousel,"Ultra‑soft waistband, no marks — premium women sports bras.",Broad,Facebook,US
Men  Bold  Colors  Drop,Adset-4 Broad,2025-01-28,546.02,322466,3784.0,0.0117,50,1217.95,2.23,Carousel,Stretch that snaps back — durable men briefs.,Broad,Facebook,IN
Men  |  Athleisure  Cooling,Adset-3 Broad,2025-01-27,244.92,97151,1956.0,0.0201,88,1807.92,7.38,Image,Doctors recommend breathable microfiber — meet our men inner vests.,Broad,Facebook,IN
WOMEN SUMMER INVISIBLE,Adset-5 LAL1,2025-03-16,106.24,307624,2810.0,0.0091,70,3755.9,35.35,Image,Seamless confidence for every day — new women panties.,Broad,Instagram,IN
WOMEN SUMMER INVISIBLE,Adset-4 Broad,2025-01-13,585.61,106274,1047.0,0.0098,17,682.43,1.17,Image,Confidence starts inside — elevate with women wire‑free bras.,Broad,Instagram,US
men | athleisure cooling,Adset-4 Broad,2025-03-27,815.1,209674,5255.0,0.0251,242,5437.61,6.67,UGC,"Ultra‑soft waistband, no marks — premium men inner vests.",Broad,Facebook,IN
Men Bold Colors Drop,Adset-2 Retarget,2025-01-24,374.23,467890,3747.0,0.008,46,1645.2,4.4,Image,Doctors recommend breathable cotton — meet our men briefs.,Retargeting,Instagram,IN
women cotton classics,Adset-1 Retarget,2025-01-12,289.02,83734,715.0,0.0085,33,1600.45,5.54,UGC,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Retargeting,Instagram,UK
Women Fit & Lift,Adset-4 ATC,2025-02-17,58.91,129896,1791.0,0.0138,17,517.74,8.79,Image,Invisible under tees — seamless women panties.,Lookalike,Instagram,UK
Men Bold Colors Drop,Adset-3 Broad,2025-03-05,798.12,449913,5915.0,0.0131,62,2552.16,3.2,Image,Confidence starts inside — elevate with men briefs.,Broad,Facebook,US
Women Cotton Classics,Adset-2 WC,2025-02-06,88.87,199386,2421.0,0.0121,114,4811.18,54.14,Image,Cooling mesh panels for workouts — women wire‑free bras you’ll actually love.,Retargeting,Facebook,US
women_Summer_Invisible,Adset-5 LAL1,2025-03-11,91.47,189458,2431.0,0.0128,36,1903.39,20.81,Video,"Push comfort, not wires — everyday women bras.",Lookalike,Instagram,US
men | athleisure cooling,Adset-5 Broad,2025-03-04,565.6,412787,6538.0,0.0158,0,9027.0,15.96,Video,Invisible under tees — seamless men boxers.,Lookalike,Instagram,IN
Men ComfortMax Launch,Adset-4 LAL1,2025-02-09,1152.81,225079,3503.0,0.0156,81,2546.12,2.21,UGC,3‑pack deal ends tonight — upgrade your men drawer with briefs.,Lookalike,Facebook,UK
women | studio sports,Adset-4 ATC,2025-03-03,685.75,168158,1445.0,0.0086,51,2201.37,3.21,Carousel,Invisible under tees — seamless women sports bras.,Broad,Facebook,US
Men | Athleisure Cooling,Adset-2 ATC,2025-01-01,78.26,172024,4626.0,0.0269,154,6344.26,81.07,Video,No ride‑up guarantee — best‑selling men briefs back in stock.,Broad,Facebook,US
WOMEN | STUDIO SPORTS,Adset-4 ATC,2025-01-24,615.99,327000,4340.0,0.0133,142,4445.26,7.22,Video,Doctors recommend breathable bamboo — meet our women sports bras.,Broad,Facebook,UK
Men Bold Colors Drop,Adset-4 Broad,2025-01-11,218.66,47669,512.0,0.0107,6,145.6,0.67,Video,"Ultra‑soft waistband, no marks — premium men trunks.",Broad,Instagram,US
Men Bold Colors Drop,Adset-1 Broad,2025-01-03,251.07,186835,1791.0,0.0096,13,484.63,1.93,UGC,"Push comfort, not wires — everyday men inner vests.",Broad,Facebook,US
women | studio sports,Adset-3 LAL2,2025-03-04,467.22,302836,3140.0,0.0104,123,6081.01,13.02,Video,No ride‑up guarantee — best‑selling women boyshorts back in stock.,Broad,Instagram,UK
WOMEN FIT & LIFT,Adset-3 LAL2,2025-03-29,145.12,28013,518.0,0.0185,4,184.45,1.27,Video,"Ultra‑soft waistband, no marks — premium women bras.",Retargeting,Instagram,US
Men Bold Colors Drop,Adset-4 Broad,2025-02-20,388.96,486116,4607.0,0.0095,52,1563.8,4.02,Video,3‑pack deal ends tonight — upgrade your men drawer with inner vests.,Lookalike,Instagram,US
WOMEN SUMMER INVISIBLE,Adset-3 ATC,2025-03-10,502.88,187486,2627.0,0.014,46,2348.69,4.67,Carousel,"Wire‑free ease, cloud‑soft cups — women wire‑free bras that fits right.",Lookalike,Instagram,US
women Summer Invisible,Adset-2 ATC,2025-02-28,222.83,303975,4166.0,0.0137,73,2089.41,9.38,UGC,Confidence starts inside — elevate with women sports bras.,Broad,Facebook,UK
Men | Athleisure Cooling,Adset-5 Broad,2025-02-12,92.71,209129,5033.0,0.0241,144,2955.26,31.88,Video,Invisible under tees — seamless men boxers.,Lookalike,Instagram,US
Men ComfortMax Launch,Adset-3 ATC,2025-01-05,304.44,279737,3676.0,0.0131,86,2592.4,8.52,Carousel,Seamless confidence for every day — new men athletic briefs.,Broad,Instagram,US
Men ComfortMax Launch,Adset-3 ATC,2025-01-26,800.74,297234,5134.0,0.0173,171,6201.25,7.74,Image,"Ultra‑soft waistband, no marks — premium men trunks.",Broad,Facebook,US
MEN COMFORTMAX LAUNCH,Adset-5 Retarget,2025-02-20,664.55,65062,786.0,0.0121,28,593.74,0.89,Carousel,Cooling mesh panels for workouts — men boxers you’ll actually love.,Broad,Facebook,IN
WOMEN Seamless Everyday,Adset-2 Broad,2025-01-16,77.63,435755,3043.0,0.007,81,4243.08,54.66,Image,Hot & comfy: women sports bras now 20% off — feel the difference.,Lookalike,Instagram,UK
Men Comfortmax Launch,Adset-4 LAL1,2025-02-05,834.03,398592,,0.0114,0,5820.46,6.98,Video,"Push comfort, not wires — everyday men inner vests.",Lookalike,Instagram,US
Men | Athleisure Cooling,Adset-4 Broad,2025-03-29,297.59,519662,12665.0,0.0244,472,17113.92,57.51,Video,"Push comfort, not wires — everyday men athletic briefs.",Lookalike,Facebook,US
men comfortmax launch,Adset-2 LAL2,2025-03-20,720.09,229525,4101.0,0.0179,124,2661.86,3.7,Carousel,"Wire‑free ease, cloud‑soft cups — men briefs that fits right.",Broad,Instagram,UK
Men-Athleisure Cooling,Adset-4 Broad,2025-02-28,,280784,5381.0,0.0192,208,5041.11,22.02,Video,Doctors recommend breathable cotton — meet our men briefs.,Lookalike,Instagram,UK
Women_|_Studio_Sports,Adset-4 ATC,2025-03-05,182.84,78425,616.0,0.0079,24,1058.45,5.79,Video,3‑pack deal ends tonight — upgrade your women drawer with wire‑free bras.,Broad,Facebook,IN
MEN_Signature_Soft,Adset-1 Retarget,2025-03-14,245.23,112180,1741.0,0.0155,10,220.13,0.9,UGC,No ride‑up guarantee — best‑selling men inner vests back in stock.,Retargeting,Instagram,UK
men signature soft,Adset-5 WC,2025-02-26,222.54,367231,5675.0,0.0155,63,1548.98,6.96,UGC,Stretch that snaps back — durable men trunks.,Retargeting,Instagram,US
women Summer Invisible,Adset-4 Broad,2025-03-06,196.51,108863,639.0,0.0059,20,733.47,3.73,Image,Doctors recommend breathable organic cotton — meet our women wire‑free bras.,Retargeting,Instagram,UK
Women | Studio Sports,Adset-4 ATC,2025-01-22,1020.42,239532,2275.0,0.0095,104,4835.28,4.74,Image,"Ultra‑soft waistband, no marks — premium women bras.",Retargeting,Instagram,US
Men ComfortMax Launch,Adset-3 ATC,2025-02-01,65.01,419742,5893.0,0.014,107,2311.62,35.56,Video,Invisible under tees — seamless men inner vests.,Broad,Facebook,US
WOMEN FIT & LIFT,Adset-5 LAL1,2025-01-19,,323813,4505.0,0.0139,46,1632.07,4.64,Carousel,"Ultra‑soft waistband, no marks — premium women wire‑free bras.",Lookalike,Instagram,IN
Men Comfortmax Launch,Adset-1 Retarget,2025-03-26,950.89,227458,3917.0,0.0172,98,2956.92,3.11,UGC,Summer‑ready essentials — sweat‑wicking men inner vests.,Lookalike,Instagram,US
Women Seamless Everyday,Adset-4 WC,2025-03-12,340.18,275347,2185.0,0.0079,0,1861.28,5.47,UGC,3‑pack deal ends tonight — upgrade your women drawer with wire‑free bras.,Broad,Instagram,US
WOMEN Seamless Everyday,Adset-3 Broad,2025-01-26,129.1,267635,3414.0,0.0128,75,3400.29,26.34,Image,"Ultra‑soft waistband, no marks — premium women wire‑free bras.",Lookalike,Instagram,US
women_Summer_Invisible,Adset-1 LAL1,2025-03-13,56.13,106492,1698.0,0.0159,26,965.62,17.2,Carousel,Confidence starts inside — elevate with women sports bras.,Broad,Instagram,US
women | studio sports,Adset-3 LAL2,2025-01-18,618.11,396420,4440.0,0.0112,176,7542.69,12.2,UGC,Breathable cotton that moves with you — limited offer on women bras.,Broad,Instagram,IN
Women | Studio Sports,Adset-2 Broad,2025-03-23,183.89,471132,4625.0,0.0098,134,4464.91,24.28,Video,"All‑day comfort, zero pinch — try our women bras!",Broad,Instagram,US
women Summer Invisible,Adset-5 LAL1,2025-03-15,107.9,325353,3120.0,0.0096,53,2042.22,18.93,Video,"Wire‑free ease, cloud‑soft cups — women wire‑free bras that fits right.",Broad,Instagram,UK
women summer invisible,Adset-2 ATC,2025-02-18,172.63,47831,466.0,0.0097,11,483.13,2.8,Image,Doctors recommend breathable bamboo — meet our women wire‑free bras.,Broad,Facebook,UK
WOMEN  Seamless  Everyday,Adset-4 WC,2025-03-24,730.98,166066,855.0,0.0051,24,561.95,0.77,Video,Invisible under tees — seamless women bras.,Broad,Instagram,US
Men ComfortMax Launch,Adset-3 ATC,2025-01-01,243.03,214520,2968.0,0.0138,54,1009.63,4.15,Image,"Wire‑free ease, cloud‑soft cups — men inner vests that fits right.",Broad,Instagram,UK
Women_|_Studio_Sports,Adset-5 ATC,2025-02-06,626.19,223046,2765.0,0.0124,79,4004.39,6.39,Video,Invisible under tees — seamless women boyshorts.,Lookalike,Facebook,UK
Men ComfortMax Launch,Adset-5 Retarget,2025-03-14,141.78,228469,3504.0,0.0153,105,4207.06,29.67,UGC,"Wire‑free ease, cloud‑soft cups — men trunks that fits right.",Retargeting,Instagram,IN
Women_|_Studio_Sports,Adset-1 ATC,2025-02-14,387.92,321139,3154.0,0.0098,75,3229.19,8.32,Video,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Broad,Instagram,UK
WOMEN Cotton Classics,Adset-5 ATC,2025-02-09,352.95,400270,3534.0,0.0088,94,5319.94,15.07,Carousel,Doctors recommend breathable organic cotton — meet our women bras.,Broad,Instagram,IN
WOMEN_Cotton_Classics,Adset-5 ATC,2025-03-24,397.01,480681,6314.0,0.0131,298,11229.53,28.29,Video,Hot & comfy: women panties now 20% off — feel the difference.,Lookalike,Facebook,IN
Women  Fit  &  Lift,Adset-5 LAL1,2025-02-14,1215.01,341489,9012.0,0.0264,107,3266.05,2.69,Image,"Ultra‑soft waistband, no marks — premium women boyshorts.",Lookalike,Facebook,US
Men Premium Modal,Adset-4 Retarget,2025-01-12,99.46,45309,645.0,0.0142,24,747.24,7.51,Image,Invisible under tees — seamless men briefs.,Retargeting,Facebook,UK
Men ComfortMax Launch,Adset-3 ATC,2025-01-09,599.97,497310,7908.0,0.0159,226,8267.0,13.78,Image,Stretch that snaps back — durable men inner vests.,Lookalike,Facebook,US
Women Summer Invisible,Adset-3 ATC,2025-02-05,1068.86,436952,4705.0,0.0108,102,3588.01,3.36,Video,"Ultra‑soft waistband, no marks — premium women wire‑free bras.",Broad,Facebook,IN
Men Premium Modal,Adset-3 LAL1,2025-03-10,78.34,52070,,0.0082,12,440.94,5.63,Video,Hot & comfy: men boxers now 20% off — feel the difference.,Lookalike,Facebook,IN
Men ComfortMax Launch,Adset-4 LAL1,2025-01-10,299.98,156411,2104.0,0.0135,43,1643.18,5.48,Video,3‑pack deal ends tonight — upgrade your men drawer with briefs.,Broad,Instagram,IN
Men ComfortMax Launch,Adset-5 Retarget,2025-01-07,188.89,146434,2940.0,0.0201,79,3044.9,16.12,UGC,Cooling mesh panels for workouts — men boxers you’ll actually love.,Broad,Instagram,US
MEN Signature Soft,Adset-4 LAL2,2025-01-08,538.15,371763,4686.0,0.0126,0,854.19,1.59,Video,Breathable organic cotton that moves with you — limited offer on men athletic briefs.,Broad,Instagram,US
Men ComfortMax Launch,Adset-4 LAL1,2025-01-01,441.46,80293,1009.0,0.0126,17,675.24,1.53,Image,"Push comfort, not wires — everyday men boxers.",Broad,Facebook,IN
Women  |  Studio  Sports,Adset-4 ATC,2025-02-28,291.33,145352,1823.0,0.0125,83,2385.64,8.19,Image,Summer‑ready essentials — sweat‑wicking women sports bras.,Retargeting,Facebook,IN
Women | Studio Sports,Adset-2 Broad,2025-02-14,1111.67,319784,3667.0,0.0115,159,4928.16,4.43,UGC,"Wire‑free ease, cloud‑soft cups — women sports bras that fits right.",Lookalike,Facebook,UK
Wo-en  |  Studio  Sports,Adset-3 LAL2,2025-03-31,286.41,253623,3146.0,0.0124,128,6174.38,21.56,Image,Invisible under tees — seamless women panties.,Broad,Facebook,US
men signature soft,Adset-2 Broad,2025-01-26,153.11,437906,4516.0,0.0103,34,725.98,4.74,Video,Hot & comfy: men briefs now 20% off — feel the difference.,Broad,Instagram,IN
Men  Premium  Modal,Adset-5 LAL2,2025-01-03,358.48,133341,2169.0,0.0163,58,1764.23,4.92,Image,"Wire‑free ease, cloud‑soft cups — men trunks that fits right.",Broad,Facebook,UK
men comfortmax launch,Adset-5 Retarget,2025-01-08,52.13,143864,3399.0,0.0236,86,1638.51,31.43,UGC,No ride‑up guarantee — best‑selling men boxers back in stock.,Broad,Facebook,US
Women Fit & Lift,Adset-2 Broad,2025-02-07,336.52,175442,4008.0,0.0228,56,2742.1,8.15,Video,Cooling mesh panels for workouts — women wire‑free bras you’ll actually love.,Broad,Facebook,US
men comfotmax launch,Adset-3 ATC,2025-02-10,567.87,289079,5329.0,0.0184,108,4295.47,7.56,Video,Doctors recommend breathable bamboo — meet our men boxers.,Lookalike,Facebook,US
MEN_Signature_Soft,Adset-4 LAL2,2025-01-26,566.56,77813,1669.0,0.0214,9,314.13,0.55,Carousel,3‑pack deal ends tonight — upgrade your men drawer with athletic briefs.,Broad,Facebook,US
Men Premium Modal,Adset-1 Retarget,2025-03-23,497.15,340742,3617.0,0.0106,119,2493.12,5.01,Image,Confidence starts inside — elevate with men briefs.,Lookalike,Instagram,UK
Men_Bold_Colors_Drop,Adset-1 Broad,2025-01-28,880.52,182049,1346.0,0.0074,13,531.51,0.6,Video,Confidence starts inside — elevate with men athletic briefs.,Broad,Instagram,US
Men | Athleisure Cooling,Adset-5 Broad,2025-03-27,861.22,497934,7675.0,0.0154,213,,5.71,Image,Confidence starts inside — elevate with men trunks.,Broad,Facebook,IN
WOMEN_Seamless_Everyday,Adset-1 LAL1,2025-01-12,680.01,221438,1519.0,0.0069,40,1721.74,2.53,Image,Confidence starts inside — elevate with women sports bras.,Broad,Instagram,US
MEN SIGNATURE SOFT,Adset-1 Retarget,2025-03-16,573.32,388183,6593.0,0.017,42,1461.42,2.55,Video,Confidence starts inside — elevate with men boxers.,Lookalike,Instagram,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-01-12,409.75,346420,3605.0,0.0104,67,2820.31,6.88,Video,Summer‑ready essentials — sweat‑wicking women bras.,Broad,Facebook,US
WOMEN SEAMLESS EVERYDAY,Adset-5 LAL1,2025-01-24,50.33,283553,3160.0,0.0111,119,4853.66,96.44,Video,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Lookalike,Instagram,US
WOMEN_Seamless_Everyday,Adset-2 Broad,2025-02-26,514.2,441190,3851.0,0.0087,84,2032.18,3.95,Video,"All‑day comfort, zero pinch — try our women wire‑free bras!",Broad,Instagram,US
Men Premium Modal,Adset-1 Retarget,2025-02-11,103.49,298702,2770.0,0.0093,97,3753.79,36.27,Image,"All‑day comfort, zero pinch — try our men inner vests!",Retargeting,Facebook,IN
WOMEN Seamless Everyday,Adset-4 WC,2025-01-12,541.89,169159,1546.0,0.0091,31,1288.53,2.38,Video,Hot & comfy: women wire‑free bras now 20% off — feel the difference.,Broad,Facebook,UK
men | athleisure cooling,Adset-3 Broad,2025-03-24,597.78,393412,8640.0,0.022,199,6135.24,10.26,Video,Seamless confidence for every day — new men trunks.,Broad,Instagram,US
Men-Athleisure Cooling,Adset-2 ATC,2025-01-29,277.44,263488,5404.0,0.0205,219,8365.13,30.15,Carousel,Doctors recommend breathable bamboo — meet our men briefs.,Broad,Facebook,IN
Women Fit and Lift,Adset-3 LAL2,2025-02-18,1035.87,214341,4762.0,0.0222,42,2208.87,2.13,Video,"Ultra‑soft waistband, no marks — premium women sports bras.",Lookalike,Instagram,US
Women_|_Studio_Sports,Adset-3 LAL2,2025-03-02,212.28,25491,240.0,0.0094,7,370.54,1.75,UGC,Seamless confidence for every day — new women bras.,Broad,Instagram,US
